id,text
223,"Less and less important as your career experience grows.  And while you're new with a short resume, if you weren't a superstar student, talk about what else you did during school - did you work part time, grade papers, tutor, play sports, etc."
225,"**Be upfront and honest and ask: Am I still needed here? ** Then re-acknowledge the items that have been assigned to you during the meeting  before leaving.. I'll have that report ready for you by the end of the day Of course this is under the assumption that you KNOW you are not needed, and everyone else will agree. (IE your manager didn't ask you sit in and take notes)"
226,"Is there any evidence that giving references for former employees is inherently risky?. I've noticed a trend that most HR departments discourage or even have policies against giving references for former employees that go beyond these basic questions: Confirm Employment Verify dates and job title Are they eligible for rehire? The explanation I am always given is that if the reference I give is positive the new company could sue because I oversold the employee, and if I give a negative reference the former employee could sue because I somehow defamed them. Talking to other managers, this position seems to be pretty standard. However, I feel strongly that the risks are minimal and not giving a reference for a former employee actually has more potential for harm because that person is an ambassador who, outside of your control, will spread the word about your workplace to other people who are likely in the pool of candidates you will want to recruit one day. For me, it is vitally important that employees leave the company with as positive impression of the place as possible. So the question is this, am I wrong about this? Has there been a lot of litigation in the past that I'm not aware of either from former employees or new employers related to references being given? Also, are there other reasons that giving references is verboten by many HR departments?"
227,"When I taught undergrads how to create their resumes, we spent an entire class period talking about the inclusion of GPA on a resume, and when and why it might be necessary.  In short, the students all recognized that as juniors or seniors (3rd or 4th year) preparing for summer internships and first jobs out of school, that sometimes their GPA was all that would set them apart from their peers.  In some cases, this GPA would set people apart...poorly...so some suggestions for mitigating this poor overall GPA included: showing GPA in the major field -- especially useful for the international students who made up most of my classes) who were
multilingual learners and tended to perform less well in reading and
writing intensive general education courses than they did in core
courses in Finance, MIS, Engineering and the like. listing specific coursework completed in the major -- some students reported great success delineating the progression and depth
of courses completed rather than ""3.1/4.0"" with no indication of what
that B average was in . But after that discussion, I said that the minute they get that first job, take it off the resume. Once you have one job, any job, in the field in which you are trained or intend to make your career path (at least for the near term), what you did in that job is what will get you in the door to the next one -- not the GPA. In your specific situation, take it off immediately and never think about it again."
229,"What are methods for conducting efficient meetings?. What are some methods of coordinating meaningful effective meetings? Effective is defined as succinct, following the scope, leaving with decisions made, etc. Of all the meetings we conduct as a company, it seems as they are inefficient and lack direction. Our meetings recently have been about process management and following up with our goals as a company: increasing billable hours, making web development more profitable, etc. And of course our meetings are ironically titled, effeciency meetings."
230,"This employee has a tendency to interrupt my training of other
  employees/my conversations with our mutual superiors in a way that I
  think negatively impacts establishing myself in this position. Address this directly, be respectful but firm. let him know he simply cannot do this. Be sure he understands that you are the middle man between him and Sr. Management. Again be respectful but firm. Then get out of his way so he can do his job, Let him know you are there to get him whatever he need to do his job. Take an interest in his work, and acknowledge his accomplishments."
232,"What does ""years of professional experience"" entail or refer to?. Oftentimes on a job application for a more specialized position, you'll see a box for ""years of professional experience."" What all does this entail? Is it simply how many years you've worked in a job that is exactly like this job, or very similar? For example, if I was applying for a security job, would volunteer experience with a local police department be considered professional experience? What about simple supervisor experience at a grocery store? Does the word ""professional"" become strict to having had a profession, getting paid for it? Also, where is the cut-off line for what year you should round too? For example, if I've had 11 months of experience in something, I'd probably round it off to a year. If I has one year and a month, I'd probably say I have one year experience. What if I had one year and six months experience? What if I only had 4 months experience? Should I round up to a year or just say I don't have any experience and hope they ask at an interview?"
233,"Set a clear goal, and accomplish it. If the meeting goes long because you find that more discussion is needed, then schedule a follow up. If you find that your meeting goals aren't being met, then find out why and fix it. If you find the reason to be because the meeting isn't about anything important, then cancel the meeting. You'd be surprised how many people would hear this approach and say, ""But, we've always had this meeting. Can we do that?!"" Look for more effective ways to get things done than through meetings (can you have conversations with decision makers directly, without excluding important voices from the decision; can you send information through email instead of stopping work and bringing everyone together just to spread information)? The more pomp and circumstance you have around meetings, the more likely it is that they've become about worshiping at The Alter of the Meeting (and the people running the meeting) than getting meaningful work done. Like anything, a meeting should be chosen as the form of communication and collaboration because it's the best tool for a given job, the same way you would choose a solution to a business problem, not because meetings are ""what we do"". Here's also a list of 5 practical alternatives to having meetings that can often accomplish the purpose of meetings without having to use up as much organizational time and people."
234,"Should I encourage my coworkers to share their salaries with each other?. Objectively speaking, the only party that would not benefit from everyone knowing what everybody else earns (specially people in similar positions) is the employer. Yet, there's a stigma about it. Knowing that someone earns more than you may generate jealousy, but on the other hand, it could give you arguments when asking for a raise. What are the pros and cons about knowing what my co-workers earn? Would it negatively affect the work environment? Are there benefits or should I just accept that someone was a better negotiator than me signing in and not worry about it?"
235,"Is there evidence to suggest that certain office layouts are better than others for productivity?. Joel Spolsky is pretty famous for advocating private offices for workers, particularly software developers (see here , here or here for example). I've also read that Microsoft generally has private offices, and I've interviewed at at least one company which also claimed private offices were better for productivity. I'm curious what research has been done to support these claims, if any. Further, is there a ""second best"" layout? For example, are cubicles better than a completely open floor plan? Since much of my work involves team interaction, I'm looking for data that addresses both individual and team productivity, if possible."
236,"Feed into it! Gossip is just another word for ""information exchange"". It only becomes a problem when it's harmful or incorrect. Folks naturally want to share information about each other and the company they work for, and trying to suppress it is futile; indeed, if you develop a reputation for shutting down gossip, you may find yourself ""out of the loop"" as your co-workers learn to recognize you as a buzz-kill. And by refusing to join in, you may actually be hurting yourself and others : The study also found that gossip can be therapeutic. Volunteers’ heart rates increased when they witnessed someone behaving badly, but this increase was tempered when they were able to pass on the information to alert others. “Spreading information about the person whom they had seen behave badly tended to make people feel better, quieting the frustration that drove their gossip,” Willer said. So don't just listen. Participate! And make sure you're sharing helpful and accurate information, and encouraging others to do likewise. ...Or failing that, at least spread entertaining misinformation: Mary : Did you hear about Janice? Her son got arrested for selling Ritalin at school! Lucas : No, I didn't... But what a relief it is to hear she actually has a son! There was a rumor going around that her whole family was just a cover story, to hide her involvement in the Russian mafia!"
238,"So the question is this, am I wrong about this? Has there been a lot of litigation in the past that I'm not aware of either from former employees or new employers related to references being given? Also, are there other reasons that giving references is verboten by many HR departments? Yes , here's why: If HR is contacted, then the HR response is an official response of the company, not some individual's honest opinion. So it must be nothing but factual things about the employee (this is why the company is libel to be sued by the employee). Also I'd to add that: Anyone who gives an HR reference is off his rocker! What does HR know about him/her? If someone told me to contact his former firm's HR as opposed to a boss or coworker that would be a HUGE red flag to not hire that individual."
239,"Unless they ask for months and years, I think you're fine rounding 11 months up to 1 year. Don't round 7 months up to a year though - that's a bit of a stretch. I think the distinction of ""professional"" experience is important, because being paid to do a job implies that you did a good enough job that someone paid you to do it (and were, presumably, satisfied with your work often enough to keep paying you). If you have years of volunteer experience, I think that's fantastic. Include that - it often helps, and depending on where you're applying, this might be a big plus. However, it should not be considered professional experience. For example, as a young Boy Scout, and as an adult, I worked for years painting houses, re-shingling roofs, doing yard work, cleaning city streets, and other service/volunteer work. That's good, and to an employer it would show my willingness to ""go the extra mile,"" and to do things that just need to get done (and not just because I'm getting paid). However , does that make me qualified to be professional painter (that you would pay money for), a roofer (that you'd pay money for), or a professional landscaper (that you'd pay money for)? Does it make me qualified to mentor or supervise a professional in any of those industies? No, I'm afraid it doesn't."
240,"I would avoid asking general question of your overall performance outside a formal review, it will just make you sound insecure. Rather ask for feedback on specific tasks you performed.. Hay, Boss, any comments on the new splash page I put together for you?
  Any Changes? This way is doesn't look like you are fishing for compliments, but that you are just insuring that everything is up to his standard for his benefit"
244,"The best thing I know to make a meeting better is to create, publish, and stick to an agenda. A clearly written agenda, which includes the goal or goals of the meeting, makes sure the person running the meeting has invested the time needed to prepare fort he meeting. It also lets everybody know what is supposed to take place. It can even simplify the taking of notes, because you are mostly recording action items and decisions."
246,"Why to do it: Transparency of things like salaries generally lead to more fairness. It also forces employers to base salaries on more objective (and open) justifications for setting salaries, as opposed to who the best negotiator is, nepotism, or other potentially corrosive practices. This can work best in environments where performance is highly objective vs. subjective. For example, my very first job, Taco Bell, would pay a certain bonus if you could pass a test that proved that you had food ingredients and amounts memorized. The reason is because a high percentage of how efficient a particular restaurant location was had to do with how quickly and accurately the employees could produce food, to order, the same way every time. In this case, it's clear what the incentive is for both the employer and the employee, and therefore under what conditions it was easy for a boss to give me an ""automatic"" pay bump due to efficiency gain. In places where performance is more subjective, simply having a process for how salaries are determined, and having that process be open to discussion to some level, can contribute to a feeling of fairness. Organizations that operate as cooperatives (where the employees also own the company) are examples of where everyone's incentives are aligned, generally, can handle this well. Going too far with an approach that focuses on measurements is that you can fall into the trap of reducing everything to performance numbers, which are only motivating to some employees, to the exclusion of others. An approach such as this also tends to focus on efficiency instead of other factors that may be valuable to the company and its employees, such as culture, design, customer satisfaction, etc. Fairness is what is important, regardless of what the right approach is in the specific case. If you focus on fairness, then you can't worry too much about jealousy. You might have some people that are jealous, but so long as the path to get from where they are to where they want to be is clear (and it's not an old boys club where the path is clear, but you also have to kiss a lot of ass needlessly), then you can always point jealous employees back to that process. In case I haven't said it already, I don't think there's ever a downside (for the employees) to opening up the process. It can help shed light on unfair practices that may exist, even if the employer isn't trying to be unfair. Regarding fears that it won't work: I've seen transparency work. I think the fear that it's a slippery slope toward every-increasing salaries or complaining employees is just silly: the company can always say ""no"". Transparency in this case tends to fail only if you don't also publish a list of fair, reasonable criteria for setting salaries which can be largely objectively measured. I've also had a personal experience where an employee found out that they were being paid significantly less than another employee who (by the agreement of all their peers and supervisor) did a poorer job, and hadn't been there as long, nor was as productive. The unfortunate response the underpaid employee was given was, ""Well, it's not going to change, so there's nothing to negotiate here."" I only found out about this situation when the supervising manager was later replaced - not because of this situation, but this was one of the things that came in out the process. As a result, the company established a more open process to setting starting and advancing salaries. While individual salaries were still never revealed, managers made sure that they had ""real"" reasons for paying people what they did, so that when employees did discuss their salaries (which is pretty much inevitable), and asked questions of their supervisor, they were able to discuss the standards for setting salaries, and direct action the employee could take to increase their salary , which pretty much solved these problems. One, very public (and one private) example of this working: StackExchange itself publishes its compensation determination strategy (Dec. 2015 update - this link is broken, but here's a sort-of close equivalent) . I'm not trying to tout StackExchange just because we're using their services, they're simply one of the best examples of ways to run a company more openly, and they actually make the compensation strategy public for the entire world to see. Ternary Software (now closed, but the spiritual predecessor to Holocracy One ) also had an open salary strategy. Everyone knew everyone else's salary and the criteria that went into it, but things didn't start this way. In fact, the persons who enacted a more open system not only made money a non-issue by publishing the criteria for setting salaries, they also lowered their own base salaries, and (based on group agreement) refocused compensation based on what was both good for the company's success, and the employee's long-term growth and motivation. The result was that the group decided what mattered to the life and success of the company, and gave employees a clear direction for increasing their salary if they desired (believe it or not, this isn't always the highest priority for employees). When the employees did bigger and better things, the company also was doing bigger and better things, so it was a no-brainer to give someone a bonus when they clearly, and directly affected the bottom line for the better. Regarding how to do it Now, you did ask about whether or not you should encourage employees to share their salaries. The transition from secrecy to transparency takes time. I would say that going gangbusters and encouraging everyone to switch to transparency tomorrow is likely to turn a few heads and breed confusion - probably not a good idea. You're almost certainly going to hear all the fears that you can imagine about why this won't work. The trick is to take it slow. Different companies (and company cultures) will take different amounts of time to make a transition like this (and if they decide not to make this transition, that might be okay too). So, take it one step at a time. Maybe propose a small change. Maybe talk about exposing the salary slowly and implementing only a handful of changes each quarter. Maybe start with a discussion about how compensation should be determined and start getting ideas. Yes, you will, of course, get the people who say, ""Well, I produce $5,000 in revenue to the company every month, and I therefore should get paid precisely that amount""), but this is unrealistic and impractical on a number of levels, and that's not how businesses work, grow, or improve. People that want to make exactly the money that they bring in should become independent contractors - they can live and die by exactly the amount of money they bring in the door all they want. I think one of the most important things here is that you be just as transparent about how and when you plan to make this transition as you plan on being when you reach transparency. Every company culture will inevitably decide that their comfort level is a little different than other places, and it's okay if they don't end up where you hope they will. These ideas go against a lot of social norms, and it's going to take time to make whatever transition an organization decides to take on. One completely different way to do this might be to simply announce a bonus for some performance metric, let other people propose additional, incremental changes in conjunction with the business owners, and let the momentum of this process guide it."
248,"Probably this is not what you are looking for since that's not a research but an anecdotal evidence. Yet I found it to be much easier to focus on complex and time-consuming tasks when sitting in a quiet room alone or with just a couple of other programmers. My productivity drops sharply when people around are talking on the phone, having meetings, smalltalks etc - I have to actively screen that out by trying to ignore it, and subjectively that wastes a lot of ""mental energy"". I also noticed that I tend to burn out way faster in noisy environments as well as procrastinate more (switching to internet browsing, social web etc)."
250,"Jeff Atwood drafts a few simple guidelines, in a recent blog post : No meeting should ever be more than an hour, under penalty of death. The first and most important constraint on any meeting is the most precious imaginable resource at any company: time. If you can't fit your meeting in about an hour, there is something deeply wrong with it, and you should fix that first. Either it involves too many people, the scope of the meeting is too broad, or there's a general lack of focus necessary to keep the meeting on track. I challenge anyone to remember anything that happens in a multi-hour meeting. When all else fails, please keep it short! Every meeting should have a clearly defined mission statement. What's the mission statement of your meeting? Can you define the purpose of your meeting in a single succinct sentence? I hesitate to recommend having an ""agenda"" and ""agenda items"" because the word agenda implies a giant, tedious bulleted list of things to cover. Just make sure the purpose of the meeting is clear to everyone; the rest will take care of itself. Do your homework before the meeting. Since your meeting has a clearly defined mission statement, everyone attending the meeting knows in advance what they need to talk about and share, and has it ready to go before they walk into the room. Right? That's how we can keep the meeting down to an hour. If you haven't done your homework, you shouldn't be in the meeting. If nobody has done their homework, the meeting should be cancelled. Make it optional. ""Mandatory"" meetings are a cop-out. Everyone in the meeting should be there because they want to be there, or they need to be there. One sure way to keep yourself accountable for a meeting is to make everyone optional. Imagine holding a meeting that people actually wanted to attend, because it was … useful. Or interesting. Or entertaining. Now make it happen! Summarize to-dos at the end of the meeting. If your meeting never happened, what would the consequences be? If the honest answer to that is almost nothing, then perhaps your meeting has no reason to exist. Any truly productive meeting causes stuff to happen as a direct result of the decisions made in that meeting. You, as a responsible meeting participant, are responsible for keeping track of what you need to do – and everyone in the room can prove it by summarizing their to-do list for everyone's benefit before they leave the meeting. I started realizing the importance of succinct meetings when we started doing daily stand ups at work. Typically stand-ups are timeboxed and the simple fact that you are standing instead of comfortably sitting in your char is an extra incentive to be precise and not waste any time in idle conversations, if only to get through as soon as possible. Obviously it wouldn't be reasonable for everyone to stand up during a longer meeting, but at least the speaker should. Personally, I find most meetings quite boring. I am a hardcore developer with little interest in the non technical aspects of the job and I find it quite challenging to follow and participate in meetings involving anything other than code. At a previous gig, the manager had this extremely counter productive idea that all of us should be involved in everything, and almost every week I had to sit and listen to crap I had little understanding of and absolutely no way of providing feedback for. It was a complete waste of everyone's time that soon lead to a mini riot. I know her intentions were good, but there is absolutely no reason to involve people in a meeting when they have nothing valuable to offer. At my current main gig, I'm telecommuting, and thus face some unique challenges when it comes to meetings. I can only participate via Skype, and on meetings involving more than a couple of people I find myself asking everyone (but the speaker) to shut up, almost every five minutes. Idle chatter that you may not even notice when you are in the room becomes a confusing loud buzz when you are far away and lack visual indications such as body language that help your brain focus to or completely ignore a conversation. For example, at times I find it quite hard to distinguish sarcasm, which lead to awkward moments more than once. The solution was simple enough, documentation. Having a clear agenda before the meeting, and sticking to it during, helps me concentrate on what's important and completely phase out anything that's not. A summary of to-dos (Atwood's last point) is also extremely helpful, as I can go through it at a later time and see if I've missed something important, said while the buzz was a bit louder than usual or during the few seconds that the network or Skype was acting up. You should bring up your concerns with management, or whomever is responsible for setting up the meetings at your company. ""Efficiency"" meetings can either be productive or a complete waste of time, I don't think there is a middle ground as they are inherently boring and (most) people if not engaged just give up and treat them as a break from work. When (if) that happens you have to deal with it quickly, before it gets out of hand."
251,"Burnout is not a mental dilemma. If you find a task that is engaging, interesting or relevant then you will have the mental capacity and intelligence to solve it as you have always done in the past. Burnout is not a physical dilemma. Unless your project work involves pushups you are not going to be physically burned out.  Stress may have adverse physical effects upon you though. Burnout IS an emotional dilemma! It generally comes with becoming emotionally invested in an endeavor or activity that is starting to feel fruitless and full of failure.  It is a crush on morale that wreaks havoc upon your will power to continue. The good thing is that you have intrinsically accepted the tasks and you have taken ownership of the responsibilities that were laid upon you.  It is that ownership though that has emotionally invested yourself into this project so when the project is failing you will take it hard emotionally. The true challenge is to try and turn the Rational Argument into Emotional Reasoning where you can begin to neutralize the emotional block that is hindering you.  The Rational Argument of course is: I did the best I could under the circumstances, yet forces outside of my control have caused my project to fail.  I should feel proud and learn from this. Easier said than done, and to some of us this transference of rational argument to emotional argument comes naturally.  There are a number of activities that you can perform to make this easier. Humility exercises (Eg. After a meal in a restaurant try burping as loud as you can!).  Examples like this one can help make you respond easier to embarassing situations. It also helps you willingly be okay with being judged or criticized by others. What this does is it actually helps reduce your need to feel accepted in the eyes of others.  It devalues emotional investment in favor of rational thought.  This coupled with reinforcement of the rational thought will help turn it into an accepted emotional argument. You will find that you feel good about your role and you will have increased intellectual curiosity in how things play out on a large scale, and you will have less emotional investment in the success of the project."
252,"I would include only work that was a) paid and b) in a relevant field.  I'd mention any volunteer experience or other possibly useful but not directly related experience elsewhere in an application. However, if you really feel your volunteer experience was similar enough to a real job that it should count, or your experience in a completely different job has enough in common with this one that it should be considered, I don't think it would be unacceptable to include it in the count, as long as you mentioned the specifics elsewhere in an application.  If you do that, just make sure you really do have good reasons for counting that experience, and explain them clearly - otherwise you run the risk of appearing to pad your application, and they may not consider your other claims trustworthy. As for rounding - I'd put ""0.5"" for six months, etc, if the form allows that (don't go to smaller fractions than 0.5 - I think rounding to that is reasonable enough). If the form doesn't allow it... I suppose I'd take the risk go for 1 rather than 0, since you have some experience, and then specify at the interview, along with possibly asking them to improve their form."
253,"Is it inappropriate to add a religious title on the top line of your resume?. I make my money in software development, but my real love is my ""calling"" as an ordained clergyman.  As such, my proper title is ""Reverend,"" and thus the top line of my resume is ""Rev.  Michael Hollinger."" even when I apply for software positions, I use that title, even though it is rarely relevant to the position. I want to differentiate myself from the average coder -- who, per the stereotype, is not the person you want to put in front of a customer. Additionally, there are certain types of environments that I frankly just prefer to avoid. That said, I have received unsolicited advice from people looking at my resume and online profiles.  They suggesting that I should not include my title. Indeed, one recruiter even called it offensive. Given that history, is it inappropriate to use my title in my name?"
254,"How can I boost my Key Performance Review?. I am a software developer, working on a new country, first as a contractor and now in a permanent role. My Key Performance Review (KPR) is in  1.5 months, where my contract will be extended and possibly renegotiated. What details, other than professional performance (my actual job tasks), should I take into account to make the best impression. How can I display to the directors and co-workers that I am an awesome team player?"
255,"I don't have any research, sorry. But from a ""concentrating on the job"" point of view, it seems obvious that screening out distractions would be a plus. Both visual and auditory distractions, so I think cubicles would be an improvement on an open floor plan. (Personal experience - I sat at a partially open desk facing into a room once, and ended up putting up a screen because the constant movement across my field of view distracted me too much. And having a room or at least a quiet corner of a room was definitely an improvement over constant coworker chatter.) Once you get into team productivity, the issue gets much more difficult, and depends so much on the team's style and on how often they need to communicate that I suspect general studies might not be too helpful for deciding on the best option for a specific case."
256,"I think you need to refocus on what you are trying to accomplish with a resume in the first place. A resume is a brochure with the sole purpose of selling the employer on the idea that you are worth interviewing. It is not an autobiography. That said, your question can be answered simply in terms of whether it is helping or hurting your goal of getting called for an interview. It is irrelevant whether you think it demonstrates some positive quality the employer should value. What is relevant is whether it creates a positive image in the minds of the person reading it that must make a decision about whether to pull you in for that interview. That said, I can see how it would make some HR people nervous because religion is one area that employers are prohibited from discriminating on. For the same reason that employers often prefer not to have photos attached to resumes. That is, it provides evidence that the hiring manager knew that you were a member of a protected class of candidate and if you are not hired it potentially leaves them vulnerable to hiring discrimination lawsuits. Most managers are trained not to ask about marital status, religion, age, or other things that are commonly the basis of discrimination lawsuits so it may make them uncomfortable that you have forced the information on them and exposed them to potential liability. Another concern is that hiring managers are looking not only for people that could do the job, but also a ""culture"" fit for their team. They want someone that the rest of the team will accept and work together well with. Whether it is fair or not, some managers may discriminate against you for your commitment to your religion. For example, if the a programming team is perceived as ""wild and wooly"" they might decide (illegally) that you wouldn't fit in with that group because of your piety. Whether it is fair or not, it probably has more potential to hurt your candidacy than help it. On the whole my advice would mirror that which you have already received. If it isn't relevant to the job, and you aren't positive it is a selling point, leave it off."
257,"If it's an official title (like ""Sir"" if you were a Knight, or ""Doctor"" if you had a doctorate degree, conferred upon you by another organization), I don't think it's inappropriate. Unusual, but not inappropriate. However, I don't think it helps you in the slightest in terms of getting a software job, unless your connection to the divine is going to somehow produce better code, in a way that's recognized by the larger software community. I'm not aware of any such connection, myself, for or against better code. As far as it being offensive, I don't think it's offensive at all (people should get over themselves) since you're not saying something about the company, you're saying something about yourself, so I think you're fine there. If instead you were making a direct statement about other people on your resume (for example, ""Hi, my name is Jeff, and I absolutely will not work at a place who employs people named George, or Alice."") that would be both potentially offensive and inappropriate, though strictly speaking, covered by free speech. As far as its affect on keeping you from getting offers from employers that might be offended by you being a reverend, well it does seem strange for people to care one way or the other, but I suppose it might hurt your chances in places that care about such things. That sounds like a personal choice."
258,"Does the average candidate have any recourse when they encounter an unethical recruiter?. If you've been in the white-collar job market for very long, you have likely come across recruiters who exhibit questionable ethics. The most common way I've seen this manifested is when the recruiter oversells you as a candidate, exaggerating your credentials. Then it can be extremely uncomfortable if you are asked about a particular skill that you don't have or at least not to the extent that the recruiter claimed. The worst instance I've seen is a recruiter that called my office to try and headhunt me. I was out of the office so they used the company directory to find someone else. Then they lied to that person, saying that I was moonlighting for them on a programming project, and asked if there were any other programmers they could be transferred to that could also help them with the ""project"" I was supposedly doing for them on the side. At first I had no idea what was going on, and it took a while to convince HR and my boss that I wasn't moonlighting against company policy and this was just a recruiter fishing for more programmers to entice out of the company. Ultimately, karma bit them in the butt when I was promoted to a manager position and became a potential customer for them. I told the exact story above each time their sales people called me looking to place candidates and told them I would never ever work with their company and advised fellow managers against using their firm also. Luckily I was in a situation to make them regret their unethical behavior, but I'm sure I am in the minority. Does an average job seeker have any recourse when they encounter an unethical recruiter? For example, is there a professional association for recruiters that they can be reported to? Does it do any good to contact the recruiter's company and report them directly?"
259,"One thing that could be convincing would be assembling a list of new skills you've acquired since you were hired (or since your last raise/promotion).  I should be easier for your boss to consider the possibility of a raise or promotion when it's presented as ""You started out paying $X for someone who could do A, B and C, but now you actually have someone who can do A, B, C, D and E."" A list of specific accomplishments, if they're above average compared to your coworkers, would definitely help as well. I would think of it somewhat like preparing a resume."
260,There is no standard by which that question should be answered. There is some room for interpretation by both the interviewer and interviewee. My advice is this. Be as honest as possible and don't write down anything that you wouldn't feel comfortable defending during an interview. If you are nervous about rounding it might help to put ~10 years when you really mean 9 years 11 months. Then there is no potential for them to claim you outright lied. Getting caught in a lie or a perceived lie during the recruiting process is one of the surest ways to kill your chances for getting a job. It just isn't worth risking it. Many companies do background checks for basic things like dates of employment with previous employers. It is unethical and just bad strategy to exaggerate on a resume on things that can be objectively measured and refuted.
261,"What should a freelancer do to prepare himself/herself for the transition to working as an employee?. Freelancers are used to their own schedule/deadlines/whatnot. If a freelancer has to take employment (for whatever reason), they will have to start working in the more rigid workplace. What should a freelancer do to prepare himself/herself for the transition to working as an employee?"
263,"I've never heard of recruiters going to this length, but there's always http://shame.heroku.com/ - it takes anonymously forwarded recruiter spam emails (or other undesirables), and puts them on the shame list."
265,"As a hiring manager, I have contacted a recruiter's company on two occasions to report behavior that I felt to be unethical or otherwise unacceptable.  The first case resulted in the termination of the recruiter and the second resulted in improved training and process. As a candidate, I've never had an issue working with a recruiter, however, I would contact the company if I did.  Further, I only work with firms that have a process in place for me to sign off on all submissions and all resume modifications. Recruiting firms live and die by their contracts and their contacts.  If either one of those can be impacted by the negative or inappropriate behavior of a recruiter, then you should absolutely give them a call and let them know."
266,"If you've lost contact with a person, should you stop listing them as a reference?. At a previous job I knew this person very well, she was actually my manager for over a year. Unfortunately when I left I didn't really keep in contact with her and I haven't talked to her for around eight months. I feel like she would still remember me as I was one of her star employees, but I feel awkward listing people whom I never talk too anymore. Another person was the group leader of a volunteer group with the local police department, whom I often listed as a reference whenever I've applied for security-related jobs. She knew me for three years through the program, but I've been out of the program for three more, and out of contact. Is it still acceptable to continue listing these people as references on my resume and job applications? At what point does a reference ""expire,"" if ever? Note: Verbal authorization was obtained to list these people as references previously."
267,"This is one of the most common mistakes I see job-seekers make. You should absolutely not give blind references. I've been on both sides of that call (the reference and the reference checker) and it is usually ugly and not helping the candidate one bit. You should call all your references each time you give them as a contact for a potential employer for a number of reasons: It is common courtesy not to let them get blindsided with a reference call. The obviously want to represent you well (or else why did you list them?), but unless they are prepared they may feel anxiety that they are selling you short, because they weren't prepared. When people call references they ask specific questions about job performance and even someone who loved your performance may have trouble being convincing on the details if it has been 5 years since your name crossed their mind. Also, if that reference (correctly) thinks it is rude for you to do this, it may put them in a bad mood during the reference check which may be interpreted as a knock against you. Many companies limit managers from giving very much detail on reference checks, so the people who do them become good at picking up subtle clues and reading between the lines. You don't want them picking up subtle clues from someone who is grouchy about you in general. You want to make sure the contact information is still valid. Just like your cover letter, you want to customize what your reference is going to say to the needs of the job you are seeking. At a minimum you should brief the reference in advance about what aspects of your brand you want them to emphasize. You also want to refresh their memory about all the good things you did when working for them so they have the facts at their fingertips. Just because they gave you permission to use them as a reference x years ago doesn't mean they volunteered to be your hype-man for life. It is proper etiquette to give them a chance each time to opt out of being a reference."
268,"When do I notify a potential employer of a nickname I go by?. If I have a nickname I always go by and that everyone knows me as / calls me, when do I tell this information to a potential employer? Most applications do not have a spot on them to write in a nickname or alternate name, and it would seem awkward to just randomly blurt out ""I go by..."" when you first meet them. So, when is the best time and how do I go about revealing that information? Do I tell them at my first interview, whenever they first use my name, or when they've offered me the job?"
269,"I'm going to be contrary (and potentially unpopular) here and say that you shouldn't try and work on your personal ideas on the weekend -- at least not right now. Presumably, your ideas are something in the software development realm that you would to evolve into something that can financially sustain you and your family.  By investing a significant amount of free-time into a personal software dev project, you will likely indirectly impact your performance on the software dev job for which you are currently being employed.  These impacts could be burnout, distracted focus or fatigue.  This is not necessarily fair to yourself or to your employer. So, for now, I'd recommend jotting down your ideas in an 'ideabook' with supplemental information as appropriate.  Once you get to the point that you may be ready to move on from your job, I'd revisit that 'ideabook' and see if there's anything in there you're actually willing to commit to and take a risk on.  If not, then I'd close the book and come back to it some other time. In the meantime, spend your free time playing games, reading novels, taking long walks or any other hobby that is not also your job."
270,"From what I can tell, it doesn't sound like your coworker is unmotivated or taking his work lightly, let alone that he doesn't want to meet deadlines or provide a decent product - he simply has a different idea of what that task includes than you do. ( ""My colleague just wants to make it work, but doesn't think about maintainability, documentation etc."" )  This is a conversation you should probably have with him, but I don't think it will go very well if you come off as judgemental. Just phrase it as a disagreement on the best way to accomplish the tasks, and discuss it from a practical standpoint - how to satisfy the project requirements, what's easier when the whole team works on the code, what makes it easier to find bugs, etc - rather than getting involved in questions like who is or isn't properly motivated or taking the work seriously, which will only make it more difficult to accomplish anything. Another possibility would be to take this up with management. What are their standards for maintainability, documentation, etc? If they don't have any, can you convince them to set some? Talk to the rest of the team, too. How do they feel about the quality of his work? Have any of them tried to talk to him about it already, and if so, how did it go? You'll be in a much better position when it's not just you against him, but trying to agree on some team standards."
