id,text
45,"You may want to take a look at Google's Calendar Sync : Google Calendar Sync allows you to sync events between Google Calendar and Microsoft Outlook Calendar. You'll be able to determine the direction of information flow, as well as the sync frequency. Staying on top of your Google Calendar and Microsoft Outlook Calendar events has never been easier! Here's some good information to know to help you get started with Google Calendar Sync. It lists as only being compatible with Outlook 2003 and 2007, so I'm not sure if it works with Outlook 2010."
46,"Is there any way to script a Google Docs spreadsheet?. I have a really complex spreadsheet in Google Docs, and while it works, having the ability to script it a bit (à la VBA in Microsoft Office) would make it a lot cleaner. I heard that this is doable in Google Apps, but I can't find it in Google Docs. Is this possible? Or is this something only Office can do?"
47,"How does the Facebook friend finder operate?. Facebook friend finder is really creepy. It has suggested to me: The father of a friend of mine —whose existence in Facebook was unknown to the said friend of mine himself. The twin brother of a colleague of mine —of whose family I had no idea whatsoever about, Close friends of a school-going young relative of mine —though I had no Gmail or any other web-based contact with the said relative for a long time. An old and longstanding crush of a friend Ex-girlfriend of a friend . Additionally, I have lost count of the number of times when I first saw somebody's profile on Facebook through their twisted suggestion mechanism, and much, much later, came to know who the person actually is. And many more. I have no idea how on earth they find out all this connecting information. I have locked my security settings to the maximum. Nobody can find me on Facebook unless I go to them and add them as a friend. Then how is this possible? How does it work?"
48,"How do I ensure that what I post on Facebook stays private?. On Facebook, how should I adjust my privacy settings so that my posts stay private?"
50,"On Facebook: Click the ""Account"" dropdown menu. Click ""Edit Friends"" Look on the left-side menu for ""Phonebook"". All friends with their phone numbers entered will appear in the list."
52,"Google says not to worry unless ""there is an egregious amount of bandwidth use."" Google Docs Help Forum ."
54,Look in the menu under Tools > Scripts. There's lots of examples and help to get going.
55,"Is there any way to use Gmail storage in other Google services?. It's unlikely that I'll ever have more than 1GB of email.  However, I do have more than 1GB of photos (Picasa) and more than 1GB of files (Google Docs).  Is there any way to use the storage from Gmail in these other services?  Or, to possibly answer my own question, is Google just marketing the available storage of Gmail by banking on the fact that nobody is going to use that much (whereas it would be much easier for people to fill up their Picasa accounts)?"
56,You could try using the private mode of your browser.  All current browsers have this capability.  In private mode you will not be automatically logged into Google.
57,How can I delete my Twitter account?. I've decided I don't want to use Twitter any more - how can I delete my account?
58,"How to use GPG with Gmail?. I would like to read and write GPG encrypted mails within Gmail. I found FireGPG , but the support for Gmail has been discontinued (and I am using Google Chrome as a browser). What is the most practical way to achieve this?"
59,It's called Google Apps Script https://developers.google.com/apps-script/
61,What limitations does Google Sheets have in relation to Microsoft Excel?. Office licenses are expensive. What features of Microsoft Office are missing from Google Sheets that would be of value in ordinary personal or business use?
62,"How do I get rid of advertisements on the right side on Gmail?. Not only am I inundated with ads in Gmail, but they seem to be reading my mind. Is there any way to turn this off or otherwise change this ""tracking""?"
63,"Also note that Twitter does not retain an infinitely long history of messages, you may not be able to find a Twitter message from the past."
66,"You can deactivate your account from your account settings page by clicking ""Deactivate my account"" at the bottom. If you wish to use your username or email address with a future account, be sure to change them in your Settings page before you deactivate your account."
67,"Unfortunately, there is currently no reasonable way to use GPG/PGP from within Gmail directly.  The only two options are to encrypt the message manually from a client-side tool, pasting the result into Gmail when you're done, or to use a desktop mail client with GPG integration (such as Thunderbird + Enigmail ) to send messages you need to be encrypted.  Decrypting would likewise entail downloading the message from Google as raw source, running it through the desktop client to decrypt, and reading it there."
69,"How can I export my social graph out of Facebook?. Before I contemplate deleting my Facebook account, I'd like to export my social graph (a.k.a. contacts). What are the steps and/or recommended tools for this?"
70,"To deactivate your account: Log in to Twitter Go to Settings Click Deactivate my account at the bottom of the page Verify that you really want to do it and voila, it's done. More information in Twitter's Help pages"
71,"If you purchase the premium edition of Google Apps, ads will be disabled. Disabling ads via other means may be a violation of Google's TOS (and they'll still be doing all the mind-reading, just invisibly)"
72,"YouTube is often slow for me. Is there a solution?. I've heard of many people complaining about the speed that YouTube streams videos lately. Even low quality videos go extremely slow on my system sometimes whereas they seem to be fast in other systems. I do not think that there is any problem with the internet connection I have, as it handles other websites and downloads very well. Are there certain settings I could check to fix this issue or is it a problem with YouTube's distribution servers itself? I am in the United States using Time Warner's Road Runner cable. I access the internet over ethernet through a DD-WRT router (Linksys WRT54G) I use an HP laptop; 1.6GHz Core Duo with 4GB ram on Win XP Pro."
73,"This is pretty easy. Login Click 'Settings"" on the top Click ""deactivate my account"" on the bottom left Good Luck!"
74,Click Account Click Privacy Settings Either: Simple: Click Friends Only Advanced: Click Custom Click Customize Settings Click Posts by me Select Friends Only
75,"The only time that storage is shared between the other Google products is when additional space is purchased: https://www.google.com/accounts/purchasestorage In the Google Picasa help section about Google Storage they say that ""Free storage space is specific to each product. Picasa Web Albums offers 1 GB of storage for photos and videos only. Gmail provides 7+ GB (and counting) which is reserved just for Gmail messages. Docs gives you 1 GB for everything: all of your docs, spreadsheets, presentations, and uploaded files. Free storage from one product cannot be used by or transferred to another product."" -- EDIT -- As Al Everett pointed out the storage is now combined between Google's properties."
76,"How to retrieve a forgotten Yahoo! Mail password. I have forgotten my Yahoo! Mail account password. What is the procedure to retrieve my password? Note that I'm not asking where the link is. I want to learn about the procedure (i.e. if they ask me about my birthday, the secret question which I defined years ago, etc.)."
77,How hard is it to manage a TypePad blog? Should I host it myself or get hosted service?. I have had difficulties in the past using Wordpress and have been thinking about moving to Typepad. How difficult is it to manage a Typepad installation? Should I just install it myself on a shared host or should I pay for the hosted service? What sorts of limitations does the hosted service impose?
79,"How do I transfer my photos from Flickr to Picasa?. I have been using a Flickr Pro account for a few years, but find it really annoying that I don't maintain a local offline record of my albums and metadata with this. So I've decided to move to Picasa - where I have an offline app to set up, edit and then upload photos and albums. The challenge is that I have around 100 albums in Flickr and want to get them across to Picasa. Do I need to use a Flickr downloader to put them all in a folder and then add them to Picasa? Is there a way I can match the uploaded files with the local files on my computer so I don't end up with a load of duplicates? Can I transfer the metadata (e.g. geolocation) across? If so, how? Hope you can help because my only other method is to do it all manually!"
80,Can I access Gmail through SSL?. Is there a way to access Gmail securely over SSL?
81,I want to receive the tweets of everyone I follow as emails. How do I configure that?. I suspect this might require a 3rd party application. There is no way that I would want SMS notifications to my phone (which is almost what I'm looking for). And if I could get emails just for particular users that would be even better.
82,How can I use Facebook as an OpenID provider?. I'd like to use my Facebook account for my OpenID accounts. How can I do this?
83,You could try TweetyMail.com . From their FAQ: tweetymail is a complete email interface to Twitter.
84,"For the right side ones, you can always just enable the chat to appear on the right.  Then your only ad will be the one above the archive/report spam/delete/etc buttons."
85,"Gmail now uses https by default. Default https access for Gmail We are currently rolling out default https for everyone. If you've previously set your own https preference from Gmail Settings, nothing will change for your account. If you trust the security of your network and don't want default https turned on for performance reasons, you can turn it off at any time by choosing ""Don't always use https"" from the Settings menu."
87,"An application called Rapportive effectively replaces the ads on the right side with something more useful. (User notes on the contact's email) Not certain of the legalities of this. Also not sure if it is THIS app which is effectively hiding the ads or some setting or feature I have enabled, but this is worth looking at anyway."
88,You could use a RSS-to-email gateway like feedmyinbox on the RSS feed for the twitter timeline in question.
89,"Yes.  Within Settings of Gmail, go to the General tab then scroll down to the Browser Connection setting.  There you can select to use http or https for connections to Gmail"
90,"Yes, just add an ""s"" to the http in the address bar - so to get to Gmail over SSL, type in: https://www.gmail.com You can also change a setting in Gmail to require your account to use SSL : We've recently made the 'Always use https' setting the default behavior in Gmail (the default used to be http). Here's some background: If you sign in to Gmail via a non-secure Internet connection, like a public wireless or non-encrypted network, your Google account may be more vulnerable to hijacking. Non-secure networks make it easier for someone to impersonate you and gain full access to your Google account, including any sensitive data it may contain like bank statements or online log-in credentials. Accordingly, we enable the 'Always use https' option in Gmail by default. HTTPS, or Hypertext Transfer Protocol Secure, is a secure protocol that provides authenticated and encrypted communication. In your Gmail settings, under the General tab, select ""Always use https"":"
91,"You could also try ReclaimPrivacy , they have a very easy to use javascript bookmark which allows you to see where your privacy might leak."
92,"Many of my accounts on Mint.com often fail to update. I have a Mint.com account and some of my accounts that used to work no longer work properly. I am confident that I'm putting in the proper information that it asks for but I'm still not having luck. Are there steps I can use to troubleshoot this issue beyond the very basic ""double check that your credentials are correct?"""
93,"Can I change my Gmail email address?. I have a stupidly long email address on Gmail and would like to get it changed, or even just get a new one, but I can't see how. As soon as I log in on Google it knows who I am and signing up for a new email doesn't work. Is there a way to get my email address changed or get a new one that I can then switch to? Edit 2 July 2010: I need to clarify the question because I haven't had an answer to what I want to achieve. I want to change the primary address on my Google account ( https://www.google.com/accounts/ManageAccount ). When I click the link to edit ""Email addresses"", the primary email is shown without an option to switch/change it. When I try add a new Gmail email address, it says ""You cannot associate a Gmail address with your Google Account."" I want the primary email address on my Google account to be a shorter Gmail email address so that I can eventually retire the existing email address."
95,"The Firefox extension AdBlock Plus removes them just fine, although the equivalent in Chrome does not. Regarding what you call ""tracking"", that is just software finding keywords in your emails and displaying appropriate ads. Obviously no personal information is given to advertisers and no-one is reading your emails."
96,"Well, one work around I've seen is the ""magic words"" from Boing Boing . Basically adding catastrophic words such as ""murder"" ""suicide"" in the email body and Google won't show ""related ads."" Of course this work around isn't the most practical."
97,"Yep its called Google Apps Script . They just had a Apps Script Hackathon ! They have some good examples and tutorials on the resource page. Someone also coded "" Game Of Life "" in a script :) They also had a talk at Google I/O about it."
98,"Managing Typepad is extremely easy.  I've used them extensively in the past for our corporate blog, and been fairly happy with their service. The only complaint I've had is that they're somewhat barebones, feature-wise, in exchange for very high uptime and a very simple user interface. As far as I know, Typepad doesn't even offer a host-it-yourself service; that's part of their value: they host it for you.  The advantage over a service that does do self-hosting (such as Blogger) is that you don't need to worry about maintaining your own server, handling bandwidth, and so on.  The downside, obviously, is that you'll pay Typepad rates for hosting media, which are probably a bit higher than what you'd pay for using a shared host."
99,"How can I make my Gmail searches faster?. When I first signed up with Gmail, I was impressed by how fast I could search through my email. Now even simple single-keyword searches can take 5-10 seconds. Perhaps this is related to having over 70,000 conversations archived - but I don't want to delete them if I can avoid it. Are there any tricks to speeding up search time in Gmail?"
100,"If you are using Firefox, you can use Adblock Plus addon to eliminate those ads."
102,"Remove the Chat box from the left pane on Gmail. I don't ever use the chat feature of Gmail. Is there a way to get rid of the chat box on the left side? I can minimize it, but it still shows my name and the ""Search, add, or invite"" textbox. I can click the ""turn off chat"" link at the very bottom, but the ""Chat"" heading is still visible on the left. Is there any way to remove it completely?"
103,"Under Settings there is an option to choose the Browser Connection method. Just select ""Always use https"". If you are using Google Apps, this can be set at a domain level by going to Manage this Domain -> Domain Settings -> Enable SSL (Automatically enforce Secure Socket Layer (SSL) connections when your users access Gmail, Calendar, Docs, and Sites.)"
105,Browse people by location on Dailymile. I moved away from my hometown to a new state and city and would like to browse a certain location on Dailymile to see if I can find anyone from my hometown or anyone I know. Is there a way to do this without changing my current residence in my profile?
106,"Be notified of @-messages on Twitter. On Twitter, how can I receive an automatic notification through email if somebody writes an @-message to me?"
107,"Honestly, if you are really concerned with the privacy of your account it may be better to not post anything you would not want to be public."
108,"Alternatives to plus-addressing?. Many email services, including gmail, allow you to create throwaway email addresses by appending a tag of the form +anything after the username component of your email - but many sites reject such addresses as invalid. Are there any services which offer a similar service, but using a schema that's less likely to be rejected? I know about the gmail period-insertion trick, but it's hard to remember what I created the address for with that one."
110,"You can logout of your Gmail account, and then sign up for a new account .  Once you've created an account, go back to your original account and forward everything to the new account ."
113,"Log out and then create a new address.  (Clear cookies if you have to.)  If you want to retain all of your existing email (and anything else linked to that account), I'd recommend setting up the new ""more professional"" address to auto-forward to your existing account .  Then you can simply give people the more professional address and receive email in one place.  You'll also want to change your Reply-To in the ""unwanted"" account so that outgoing emails are ""more professional"" as well: Settings -> Accounts and Import -> Send mail as"
114,"I assume you've already checked your account number and other obvious stuff.  Mint.com uses the same kind of system as Quicken and other financial tools to allow those tools to get your account information.  I would contact your bank to ensure that your account is currently configured to allow that access.  Some banks require you to request it, otherwise, it is disallowed.  Your account may have gotten reset."
115,Looks like the only way to do this is using a script of some kind (Greasemonkey or the like). Here are a few: http://userstyles.org/styles/15616 http://userscripts.org/scripts/show/45317
116,Mailinator is a great service. It accepts all email; spam or not. But it has some limits.
118,"Just log out first, then create a new account. After that you can log off again, log in with your old account and in The Settings>Forwarding and Pop/IMAP set it to forward your mail to your new account. As a side benefit, since they are both gmail accounts, when writing a new mail you can choose what address you want to use. That's what I use for my ""formal"" account for jobs applications and so. I log in with my ""casual"" account, send the resumes and stuff with the formal address, and replies will get forward from the formal account to the casual :)"
119,"How do I re-activate my Twitter account using the same email address?. I deleted my Twitter account, and now I can't create a new one with the same email address! How do I get a new Twitter account with the same email address?"
120,"Remy Sharp wrote a website application that will search your, or someone else's tweets without the limitations Twitter imposes so you can search far further back in time. It's at http://snapbird.org/ ."
122,"I ran into this recently, and I thought this would be a good question to answer here. One way that worked for me was to create an new twitter account with a different email address, and then once that account was active I changed the email address on the account back to the old email address. Useful tip for me."
124,"Update 2012-09-28 : tempalias is no longer running; the source code is available though. If you simply need a disposable address, tempalias provides a very nice service that will give you a disposable address that expires after either a certain number of messages or a certain amount of time has passed. If you care about this kind of thing, tempalias is open-source, so you can grab the source and be somewhat more confident that they themselves aren't going to do anything nefarious with your email address."
125,"You can also configure your current Gmail account to add the new email address. This way you wont lose your contacts etc. There are two steps to this: Create the new account and forward all email to the old address.  In the new account, click the settings button (gear icon in top-right) and go to the ""Forwarding and POP/IMAP"" settings.  Click ""Add a forwarding address"" and add your old email address.  Afterwards, choose the ""Forward a copy of incoming mail to"" and select your old address. Go back to the old account.  Click the settings button and go to the ""Accounts and Import"" tab.  In the ""Send mail as"" section, click ""Add another email address you own"".  Enter your new email address. You can then continue using your old email account.  If you receive any emails at your new address, they will appear in your inbox.  If you reply to them, Gmail should automatically respond from your new address - theoretically nobody would know about your old address."
127,"You can't. Twitter's support page explicitly states this: If you wish to use your username or
  email address with a future account,
  be sure to change them in your
  Settings page before you deactivate
  your account."
128,"How do I remove myself from somebody's Yahoo friends list?. In Yahoo, all the people who added me as a friend at some point of time (which may be back in 1999) can see me whenever I am online. Due to this issue I am always forced to go invisible in Yahoo, if I ever use it at all. Is there a way I can remove myself from the friends list of unwanted people and thus stay truly incognito? After getting into bad terms with some chat friends, this had really become desirable."
129,"How do I get the e-mail addresses of my Facebook friends?. I want to send one of my Facebook friends an e-mail, but I don't have his email-address. It's rather personal, so I don't want to send it via Facebook if possible. How can I get his e-mail address if it's not listed in his Profile?"
130,How do I tag someone in a status in Facebook?. How do I tag friends in a status update on Facebook?
131,"For a software development project, what is the best type of wiki?. I am trying to set up a wiki/management system for a software project and keep getting confused by the myriad of options available. I have seen TWiki and Plone before, which bill themselves as enterprise level components. Would they be better to use than something like, say, MediaWiki? What are some other suggestions for wiki/management software?"
132,A couple of options: Follow the (private authenticated) RSS feed of your @replies/mentions: http://twitter.com/statuses/replies.rss - since its authenticated it will require you to sign in and won't work in Google Reader (unless you use Yahoo Pipes as an intermediary ) Use a web-based service (such as http://pu.ly ) to monitor your mentions and email you when they appear
133,"Poor YouTube performance may be due to the following issues : Poor internet connectivity (500Kb/s is recommended). Server load on YouTube, which can be caused by too many simultaneous viewers. Issues with your browser cache. Issue # 1 can be addressed by signing up with an ISP which provides faster internet connectivity. Issue # 3 can be addressed by clearing your browser cache ."
134,"Yes, you can use Adblock Plus to hide these ads if you use Firefox or Chrome. If you just want to stop getting spooked by their relevance to you, you don't have to start wearing tin foil on your head, you can just opt out of Adwords and maybe opt out of Analytics too whilst you're at it :)"
135,"How to remove the left tab on iGoogle. The iGoogle pages now have ""tabs"" on the left side. I only use one tab, ever, so I don't really have any use for them. Is there a way to minimize them so they don't take up a bunch of space?"
136,"Here's an article that describes the process .  Essentially you can use Yahoo Pipes to find replies or mentions within an RSS feed, then provide that feed to the FeedMyInbox service."
138,Mention Notifier is a free service that should do the job: http://software.engraph.com/managementionnotifier/default.aspx
139,"If they're really unwanted, you can add them to your ignore list. You can ignore a specific contact and stop all communication from the contact. You also appear offline to that contact’s Messenger List."
140,Where can I find a paste service with (client side) encryption?. I want to: paste / edit a text snippet online encrypt that snippet in my browser store that snippet online tell some of my folks about the URL to the snippet AND the passphrase are there services like that available?
141,"You really can't beat Confluence , especially for $10 (for 10 or fewer users). We use it at my job and it is really fantastic. The organization takes a little getting used to, though."
142,"URL shortening web services/web sites. Does it matter which URL shortening web service you use when shortening URLs? Why will one choose, say TinyUrl over any other?
And is their a lifespan for the shortened URL, will there be a guarantee that it will always be available after it is created?"
143,"I've found the MediaWiki wiki to be very flexible and useful. As a bonus, it's very familiar to anyone who's used Wikipedia."
144,"I like the CODE FORGE kind of applications, like Trac or Redmine, if you have some place to host it. Or Google Code / SourceForge for free hosted options if you don't mind doing your projects open source."
145,"I've noticed what you're describing as well.  At least with some sites, if they provide two-factor authentication , they ask you to verify factors beyond username/password from time-to-time.  Generally, I've been able to resolve this by going to the site manually to verify my additional factors.  Then when I refresh, the information updates again. Two-factor security seems to be more and more prevalent with banking sites.  I know Citibank does it for their student loan website.  Vanguard does it for their site as well.  Chevy Chase Bank (now owned by Capital One) does it on their website too, but I haven't had any update problems on that account with mint.com."
146,"We use DokuWiki Here is a comparison chart between DokuWiki, MediaWiki, TWiki and TracWiki"
147,"I recommend going with the best-known (which personally for me is TinyURL) for the simple fact that people will trust it a little bit more. When I see some of the others out there, I really do hesitate to click."
148,How to forward multiple emails in Gmail. Is it possible to forward multiple emails in Gmail without doing each one individually?
149,"Simply preface a person's name with an @ sign when you type it in a status.  For instance, if you want to tag your friend Joe Someone in your status, begin by typing @Joe .  Facebook will automatically open a drop down where you can select his name."
150,"Even though your security settings are ""locked down"", Facebook still can use your friends list to find other people you may know. Other people may not be able to find you but Facebook can and will still use your information (such as your friend list). They cross reference your list of friends to your friends' friend list to find people you may know. There is probably some kind of complex algorithm behind who exactly they suggest. The algorithm probably checks for multiple friends in common, current location (for distance), similar groups, similar schools, employers, etc."
151,PBWorks provides a bunch of features for collaborating on a project.
152,"Select All Friends in Facebook. How does one select all friends when trying to invite them into groups, etc.?"
153,"If they're all in a single conversation, then yes: click the Forward All link in the top right when viewing the conversation.  Otherwise, no, you cannot bulk-forward random emails. In newer versions of Gmail this has moved to the More button under Forward All , and is only visible when you are viewing a conversation of stacked email (stacked by title replies):"
154,"You should consider PBWiki which has a really great interface, is free for small projects, user-level access controll and more fun features. (Not to mention I've used it myself with great results.) PBWiki Features"
155,Is there a web application that allows you to set up a wiki in 10 minutes?. I've attempted to set up a wiki a couple times but left it go because the complexity overcame the time I had to do it. Is there a web application that allows you to easily set up a free wiki in 10 minutes the same way wordpress.com allows you to set up a free blog in 10 minutes?
156,"Click on the invite button, paste this code in to your address bar: javascript:elms=document.getElementById('friends').getElementsByTagName('li');for(var fid in elms){if(typeof elms[fid] === 'object'){fs.click(elms[fid]);}} and hit enter. All friends will be selected, enjoy!"
157,"This would go against the privacy settings on Facebook. If you need a private communication channel, I suggest you send them a private message with your own address, and ask them to contact you."
158,"I like 37signals's Basecamp software. You get a great, inexpensive hosted solution with a lot of useful features."
159,"A lot of apps have a url shortener built in, which explains why some people use some obscure ones. For instance HootSuite (a Twitter 3rd party app) has a shortener for new posts, and the output is in http://ow.ly format.  Many companies are getting into the game (ie NYTimes) -- perhaps for traffic analysis for their own purposes?"
160,"If you're creating the links and you want to be able to track activity through that link (maybe as part of a marketing campaign), then I'd recommend bit.ly.  If you take any bit.ly link and add a + symbol to the end of it, you can get a bunch of stats about how that link has been shared on Twitter, how many people have clicked through etc I agree with Kyle's point about picking a well known service for trust reasons, bit.ly is the default shortner on Twitter and very well known, so no problems there."
161,"The short answer is, there isn't. This has been recognized as a serious long term issue by many , and as such, an Internet Archive related project called 301 Works has sprung up to address this basically by providing redundancy to each providers records in case one disappears. Personally, I'd stick with bit.ly or tinyurl.com as they are the best and oldest (respectively) out there.  The fact that Twitter currently relies on bit.ly to shorten URLs through Twitter.com speaks volumes."
163,"How do I get a 3D building added to Google Earth / Maps?. I noticed that there wasn't a 3D model available for a particular location on Google Earth. I know how this building looks, so how would I contribute by making a model of it?"
164,"You need to put a contact on your Ignore List first, otherwise they can still see you when you are online and send you a message, because your ID is still on their Messenger list. Here's what to do: Right click on their icon Scroll down to stealth settings Change them to appear permanently offline. Then click on messenger (top left on the messenger window) Click preferences Scroll down to ignore list Click and in the next window add them to your ignore list Click OK Then go back Right click their icon and delete. Note: there is a limit of 100 names that you can put on permanent ignore. Also try: http://nobuddy.zak.2ya.com/ http://www.vizgin.com/remover.php which ""claim"" to remove you from their list. All of this is untested by me.  Good luck!"
165,Wikia is the most common place I've seen to create community wikis on a given topic.
166,"In addition to the two-factor security issue that Scott mentioned, you may need to report the problem to Mint.com's technical team so they can take a look and see what's going on. You can report a problem by clicking ""Get Help"" in the top right corner of the screen (or clicking this link )."
167,Google Sites (http://sites.google.com) lets you set up a free wiki really quickly.  It's a really powerful system with lots of cool features.  We use it for our companies internal wiki and it works really well. The sites you create can be private or public.
