id,text
357,Ruby library is quite powerful: onemax(bitstring) can be simply bitstring.count('1') random_bitstring(num_bits) is probably better off implemented as rand(2**num_bits).to_s(2) The first thing to check out is this http://ruby-doc.org/core-2.0/Enumerable.html
358,"I know little about javascript, and thought yours solution is fine.
glebm's code seems not working for parse_obj_key(obj, ""a.c.c.c"", 2) I trying to modify your code to a recursion style, and it works, the ""new object"" goes wrong on my firefox, so I change it to = {} function parse_obj_key(obj, loc, val) {
    if(!obj || typeof obj != 'object') {
        alert(""error"")
        return null
    }
    var pos = loc.indexOf('.');
    var part = loc.substring(0, pos);
    var endpart = loc.substring(pos+1);

    if (!isNaN(parseInt(part)))
        part = parseInt(part);

    if (pos === -1) {
        if (val) {
            obj[loc] = val
            return obj
        }
        else
            return obj[loc]
    }

    if (val) {
        if (!(part in obj)) 
            obj[part] = {}

        parse_obj_key(obj[part], endpart, val)
        return obj
    }
    else {
        return parse_obj_key(obj[part], endpart, val)
    }
}"
359,"Android ListAdapter design advice. I want to write an Android ListAdapter to serve data from a database that look like this: CREATE TABLE note (_id integer primary key autoincrement,
                   content text not null)
CREATE TABLE tag (_id integer primary key autoincrement,
                  name text not null);
CREATE TABLE relation (_id integer primary key autoincrement,
                       noteid integer not null,
                       tagid integer not null,
                       idx integer not null); I use this database to store notes and their associated tags as an ordered list. One requirement of the ListAdapter is that it must be able to update the ListView contents if the underlying data changes. I can query all the notes in the database with this query: SELECT note._id AS noteid, 
       note.content, 
       relation.idx AS tagidx,
       tag.name
FROM note
LEFT JOIN relation ON (relation.noteid = note._id)
LEFT JOIN tag ON (tag._id = relation.tagid)
ORDER BY noteid, tagidx; Which will give me results looking like this (null values shown for clarity): 0|foo bar baz|0|x
1|hello world|null|null
2|one more nn|0|yy
2|one more nn|1|y As you can see, a note with more than one tag will be located on more than one row in the result. This means that I can't look at the cursor size to determine the number of notes, I need to traverse the entire Cursor to get a count. I don't want to do that. The solution I have come up with so far is to use two cursors: one with the query mentioned above and one with a query containing the number of rows in the notes table ( select count(*) from notes ). In the constructor I call intializeCursors() : private void initializeCursors() {
    notesCursor.moveToFirst();
    countCursor.moveToFirst();
    count = countCursor.getInt(0);
} I have implemented getItem() like this: public Note getItem(int position) {
    // notes is a List of notes that we have already read.
    if (position < notes.size()) { 
        return notes.get(position);
    }

    int cursorPosition = notes.size();
    while (cursorPosition <= position) {
        // Creates a note by reading the correct number of rows.
        Note note = NotesDb.noteFrom(notesCursor); 
        notes.add(note);
        ++cursorPosition;
    }
    return notes.get(position);
} The adapter assumes that the cursors are being managed by some Activity that has called startManagingCursor() on them. So far so good, I guess. The problem is now how to handle the cursor being requeried . Since I have two cursors I need to register listeners for both of them and when I have received onChange() for both of them I can initializeCursors() and notify any listeners registered to my ListAdapter of a change in the its data. The requery scenario is the actual reason that I needed two cursors in the first place. I have not figured out a way to count the number of notes in a required cursor other than asking the database using another cursor. This is the best I have so far. I want to check the sanity of this approach with this group. :-) Is this two cursor approach too complicated? Perhaps I have missed some part of the API that solves this nicely for me?"
361,"public StudentInformation()
    {
        InitializeComponent();
        LoadComboBoxes();
        LoadBranding();
        IsCreating = true;
    }

    public StudentInformation(int studentID)
    {
        InitializeComponent();
        LoadComboBoxes();
        LoadBranding();

        student = repo.FindStudent(studentID);
        LoadStudentInformation(student);

    } can be refactored to, // default IsCreating to true
bool IsCreating = true;

public StudentInformation()
    {
        InitializeComponent();
        LoadComboBoxes();
        LoadBranding();
    }

    public StudentInformation(int studentID) : this()
    {
        IsCreating = false;
        student = repo.FindStudent(studentID);
        LoadStudentInformation(student);
    } Also there is lot of code in your Form control class which should be part of controller (MVC) / presenter (MVP) like using those repositories also save information should be with controller part to notify the model to save data."
362,"""Do you owe the government?"" classes. Should my class pass parameters internally or reference class level scoped variables? I'm not sure on the best approach or style for procedure calls that have parameters. Should I go with the class level scoped variables? public class YouOweTheGovernment
{
    public float AmountToPay { get; private set; }
    public float ArbitraryTaxRate { get; private set; }
    public float Salary { get; private set; }

    public YouOweTheGovernment(float taxRate, float salary)
    {
        this.ArbitraryTaxRate = taxRate;
        this.Salary = salary;

        CalculateAmount();
    }

    private void CalculateAmount()
    {
        this.AmountToPay = (this.Salary * (this.ArbitraryTaxRate / 100));
    }
} Or explicitly pass parameters into a procedure? public class YouOweTheGovernment
{
    public float AmountToPay { get; private set; }
    public float ArbitraryTaxRate { get; private set; }
    public float Salary { get; private set; }

    public YouOweTheGovernment(float taxRate, float salary)
    {
        this.ArbitraryTaxRate = taxRate;
        this.Salary = salary;

        CalculateAmount(this.Salary, this.ArbitraryTaxRate);
    }

    private void CalculateAmount(float salary, float taxRate)
    {
        this.AmountToPay = (salary * (taxRate / 100));
    }
} In my contrived example I think the first is clearer, but as a class grows in size and complexity it would make it harder to track what is coming from where."
363,"Since this is Code Review, I will first start with mentioning that you are not validating the logical correctness of your numbers, salary can't be negative, for example (Unless you're an evil employer). You may have left it out to shorten the question, but consider it a reminder. If the Calculate amount function does just this single line, then a better approach for you is to take its line this.AmountToPay = (salary * (taxRate / 100)); and put it in the constructor as well. If it is one line, why call a function, load a stack frame and store registers? Just inline that line of logic in the constructor itself, this way AmountToPay will be initialized with the values from the constructor's arguments, so its access will be faster because it's a local variable (beating the first example), and the logic that updates the AmountToPay will not need a function call including stacking up arguments (beating the second example). If, however, you plan on creating more than one constructor, then keep all the shared code in one place (An init() function).
For example suppose we wanted another constructor which also took your loans, then you might do this. YouOweTheGov(float taxRate, float salary, float loans)
{
... Process logic relating to loans..
init(taxRate,salary); // this function updates ArbitraryTaxRate,Salary,AmountToPay
} Keep the shared logic in one place, don't call a function if it does a very small piece of code at the constructor because of function preparation overhead (and construction will happen a lot, especially when passing or returning objects!), but rather add the code in the constructor itself. If you have more than one constructor then keep all shared code in a function (don't repeat code!)"
364,"ASP.net custom user control design. I've built a custom control that generates a tab style navigation.  Each page might have different tabs to display, the aim was to modularise it so I can make global changes to all the tabs. TabMenu.ascx <%@ Control Language=""C#"" AutoEventWireup=""true"" CodeFile=""TabMenu.ascx.cs"" Inherits=""TabMenu"" %>

<asp:Panel runat=""server"" ID=""TabMenuWrapper"" CssClass=""tabWrapper"">

</asp:Panel> TabMenu.ascx.cs using System;
using System.Collections.Generic;
using System.Web;
using System.Web.UI;
using System.Web.UI.WebControls;
using System.Collections;

public partial class TabMenu : System.Web.UI.UserControl
{
    public string TabGroup { get; set; }    // The tab group this control belongs to
    public int SelectedTab { get; set; }    // Index of selected tab

    protected void Page_Load(object sender, EventArgs e)
    {
        ArrayList tabCollection = new ArrayList();
        MenuTab myTab;

        // Artorking tab group
        if (this.TabGroup.ToLower() == ""artwork"")
        {
            myTab = new MenuTab() { linkURL = ""artworkHome.aspx"", linkText = ""First!"" };
            tabCollection.Add(myTab);

            myTab = new MenuTab() { linkURL = ""artworkHome.aspx"", linkText = ""Second!"" };
            tabCollection.Add(myTab);

            myTab = new MenuTab() { linkURL = ""artworkHome.aspx"", linkText = ""3rd!"" };
            tabCollection.Add(myTab);

            myTab = new MenuTab() { linkURL = ""artworkHome.aspx"", linkText = ""Fourth!"" };
            tabCollection.Add(myTab);            
        }

        // Add tabs to the page
        for (int i = 0; i < tabCollection.Count; i++)
        {
            MenuTab thisTab = ((MenuTab)(tabCollection[i]));
            thisTab.CreateTab();

            if (i == this.SelectedTab)
            {
                thisTab.tabPanel.CssClass = ""tab tabSelected"";
            }

            TabMenuWrapper.Controls.Add(thisTab.tabPanel);
        }
        TabMenuWrapper.Controls.Add(new Panel(){CssClass = ""clear""});

    }
}

// A menu tab
public class MenuTab
{
    public string linkURL;
    public string linkText;
    public HyperLink tabLink;
    public Panel tabPanel;

    // Create internal controls
    public void CreateTab()
    {
        this.tabLink = new HyperLink() { NavigateUrl = this.linkURL, Text = this.linkText };
        this.tabPanel = new Panel() { CssClass = ""tab"" };
        this.tabPanel.Controls.Add(this.tabLink);
    }
} Used as follows: <CrystalControls:TabMenu runat=""server"" ID=""TopMenu"" TabGroup=""Artwork"" SelectedTab=""1"" /> And renders like: <div class=""tab"">

  <a href=""Controls/artworkHome.aspx"">First!</a>

 </div><div class=""tab tabSelected"">

  <a href=""Controls/artworkHome.aspx"">Second!</a>

 </div><div class=""tab"">

  <a href=""Controls/artworkHome.aspx"">3rd!</a>

 </div><div class=""tab"">

  <a href=""Controls/artworkHome.aspx"">Fourth!</a>

 </div><div class=""clear"">



 </div>

</div> Is this a good design?"
365,"Struct to web style string. I've had to make several functions to turn some structures into strings. I am a still green when it comes C so I am unsure if I am doing this a very awkward way. The system I am coding for does not have snprintf, I know that would be far more elegant, however I cannot use it.
Any advice? int device_to_string(char* const asString, pDevice dev, size_t maxLength)
{
  char* ipAsString;
  size_t actualLength;
  struct in_addr addr;

  if (dev == NULL)
  {
    return NULL_ERROR;
  }

  addr.s_addr = dev->ip;
  ipAsString = inet_ntoa(addr);

  actualLength = strlen(""name="")  + strlen(dev->name) +
                 strlen(""&ip="")   + strlen(ipAsString) +
                 strlen(""&mac="")  + strlen(dev->mac)  +
                 strlen(""&type="") + strlen(dev->type) + 1;

  if (actualLength > maxLength)
  {
    return SIZE_ERROR;
  }

  strncat(asString, ""name="",    strlen(""name=""));
  strncat(asString, dev->name,  strlen(dev->name));
  strncat(asString, ""&ip="",     strlen(""&ip=""));
  strncat(asString, ipAsString, strlen(ipAsString));
  strncat(asString, ""&mac="",    strlen(""&mac=""));
  strncat(asString, dev->mac,   strlen(dev->mac));
  strncat(asString, ""&type="",   strlen(""&type=""));
  strncat(asString, dev->type,  strlen(dev->type));

  asString[actualLength] = '\0';

  return NO_ERROR;
}"
366,"Simple Tic-Tac-Toe PHP/Pure HTML. I've been doing a simple Tic-Tac-Toe with PHP, generating only HTML code. A few notes: I didn't bother yet to give an AI to the opponents (the Os), and it is intentional. There is no CSS style to it, I intend to append it with a css file. tictactoe.php is naturally the name of the script itself, so each links are refering to the page itself. Now I don't know if I did everything correctly, here are my concern: If I want to expand the functionalities of the game in the future (adding javascript, opponent AIs, new game features), I fear that the structure of the code is not adapted for it. Should I change my code so it is Object Oriented? EDIT I have in mind to add new feature to the game, like powers who would change the state of the board, like rewind to a previous state and; some css and javascript in a non-intrusive way and add some way to check if options are disabled (like javascript/flash), or check for the version of the browser for html5/css3 features. As for now, it is easy to ""cheat"" and directly introduce the wished board state. I would like to prevent that, and if possible without using javascript, as I want the game to be playable also without it. <table>
<?php
//Determine if a player as aligned three of its symbols and return the id of the player (1
//for X Player, -1 for O Player(Computer)). Otherwise return 0;
function isWinState($board){
    $winning_sequences = '012345678036147258048642';
    for($i=0;$i<=21;$i+=3){
        $player = $board[$winning_sequences[$i]];
        if($player == $board[$winning_sequences[$i+1]]){
            if($player == $board[$winning_sequences[$i+2]]){
                if($player!=0){
                    return $player;
                }
            } 
        }   
    }
    return 0;
}

//Player O plays its turn at random
function OsTurn($board){
    if(in_array(0,$board)){
        $i = mt_rand(0,8);
        while($board[$i]!=0){
            $i = mt_rand(0,8);
        }
        $board[$i]=-1;
    }
    return $board;
}

$winstate = 0;
$values = array();

if(empty($_GET['values'])){
    //initializing the board
    $values = array_fill(0,9,0);
    //determine who begins at random
    if(mt_rand(0,1)){
        $values = OsTurn($values);
    }
}else{
    //get the board
    $values = explode(',',$_GET['values']);
    //Check if a player X won, if not, player 0 plays its turn.
    $winstate = isWinState($values);
    if($winstate==0){
        $values = OsTurn($values);
    }
    //Check if a player 0 won
    $winstate = isWinState($values);    
}
//Display the board as a table
for($i=0;$i<9;$i++){
    //begin of a row
    if(fmod($i,3)==0){echo '<tr>';}
    echo '<td>';
    //representation of the player token, depending on the ID
    if($values[$i]==1){
        echo 'X';
    }else if($values[$i]==-1){
        echo 'O';
    }else{
        //If noone put a token on this, and if noone won, make a link to allow player X to
        //put its token here. Otherwise, empty space.
        if($winstate==0){
            $values_link = $values;
            $values_link[$i]=1;
            echo '<a href=""tictactoe.php?values='.implode(',',$values_link).'"">&nbsp;</a>';
        }else{
            echo '&nbsp;';
        }
    }
    echo '</td>';
    //end of a row
    if(fmod($i,3)==2){echo '</tr>';}
}
?>
</table>
<?php
//If someone won, display the message
if($winstate!=0){
    echo '<p><b>Player '.(($winstate==1)?'X':'O').' won!</b></p>';
}
?>"
367,"Yeah, without snprintf and sprintf it gets a bit tedious, but I think this code is actually quite clear. You use your horizontal and vertical whitespace very well, and it's clear what you're doing with each block of code. You have also controlled for any possible issues that might come up (null pointer, insufficient buffer length, etc). Maybe there's a more concise way to do it, but in terms of clarity and maintainability I think this code will suffice."
368,"Depending on how you feel about the use of Objective-C 2.0 properties you can you can: window.level = kCGScreenSaverWindowLevel;
[window setOpaque:NO];
window.styleMask = 0;
window.backgroundColor = [NSColor colorWithCalibratedWhite:0.0 alpha:0.3];
window.alphaValue = 0;

[window setFrame:[window frameRectForContentRect:window.screen.frame] display:YES animate:YES];

[window makeKeyAndOrderFront:self];
[window.animator setAlphaValue:1.0]; I had programmed in C# for many years before taking up Objective-C and I still find the bracket notation hard to read at times. For my own readability I would would also introduce a variable for the new frame. NSRect newFrame = [window frameRectForContentRect:window.screen.frame];
[window setFrame:newFrame display:YES animate:YES];"
369,"Parsing console application arguments. In our console app, the parsing of application arguments is done like so: using System.Linq;

namespace Generator
{
    internal class Program
    {
        public static void Main(string[] args)
        {
            var param1 = args.SingleOrDefault(arg => arg.StartsWith(""p1:""));
            if (!string.IsNullOrEmpty(param1))
            {
                param1  = param1.Replace(""p1:"", """");
            }
            //...
        }
    }
} It's supposed to be called like this: `Generator.exe p1:somevalue` Is there a better/simpler way to parse arguments?"
370,You could use foreach for iterating through the agruments and then for your argument with index 1 you could use regular expression to retrieve parsed text after p1:
371,"With such an implementation you will have to repeat yourself for each param. Alternative: var parsedArgs = args
    .Select(s => s.Split(new[] {':'}, 1))
    .ToDictionary(s => s[0], s => s[1]);
string p1 = parsedArgs[""p1""];"
372,"First a note on your general design: You use hashmaps to represent members of the population. I'd rather recommend you create a little class to represent them: class Individual
  include Comparable

  attr_reader :bitstring, :fitness

  def initialize(bitstring)
    @bit_string = bitstring
    @fitness = onemax(bitstring)
  end

  def <=>(other)
    fitness <=> other.fitness
  end
end You'll now use Individual.new(bitstring) to create a new individual (which will automatically calculate its own fittness) and individual.bitstring and individual.fitness to get an individual's bitstring or fitness respectively. This has the benefit that now the logic of how to calculate an individuals fitness lives in the Individual class instead of in multiple place in the search method. This is a more natural place for it and makes it easier to find and change should you ever decide to use a different fitness function. Also note that I included Comparable, implementing <=> based on fitness. This means that you can now compare individuals to each other such that an individual is greater than another if and only if its fitness is greater. This allows you to use > on two individuals as well as methods like max to get the individual with the greatest fitness out of an array of individuals. It also allows you to call sort on array of individuals without passing a block. This will simplify your code in some places. In a comment you mentioned that you don't want to use classes. However I still think that it would greatly improve your design to have the logic for creating new individuals and calculating their fitness in one single place, so you should at least factor it out into a method like this: def create_individual(bitstring)
    {:bitstring => bitstring, :fitness => onemax(bitstring)}
end Now some notes on particular pieces of code: bitstring.size.times {|i| sum+=1 if bitstring[i].chr=='1'} As has already been mentioned, this can easily be replaced with a call to count . However as a general note I want to point out that it's good practice to avoid index-based loops wherever possible, so if count did not exist, I'd write the above like this: bitstring.each_char {|c| sum+=1 if c == '1'} Or for 1.8.6 compability: bitstring.each_byte {|b| sum+=1 if b.chr == '1'} (0...num_bits).inject(""""){|s,i| s<<((rand<0.5) ? ""1"" : ""0"")} When dealing with inject , it's usually a good idea to keep the function simple, so it's more easily understandable. Often you can separate the logic of generating the elements from the logic of combining them, by using map before inject . This would make your code look like this: (0...num_bits).map {|i| (rand<0.5) ? ""1"" : ""0""}.inject("""") {|s,i| s<<i} Now there's two things to notice here: Whenever you call map on a range from 0 to some size, you might rather want to use Array.new(size) {block} which creates an array of the given size by calling the block size times. The smaller inject is now much easier to understand, but happens to be equivalent to calling join , so let's just do that. So your code becomes: Array.new(num_bits) { (rand<0.5) ? ""1"" : ""0"" }.join This way you create a temporary array, which you didn't before, but on the other hand your code became much more understandable, so that little inefficiency should be worth it. (pop[i][:fitness] > pop[j][:fitness]) ? pop[i] : pop[j] Thanks to the Individual class this now looks like this: (pop[i] > pop[j]) ? pop[i] : pop[j] This isn't much different, but note that it now has the form (x > y) ? x : y , which incidentally means ""the maximum of two objects"". In other words we can simplify this code by using the max method: [ pop[i], pop[j] ].max bitstring.size.times do |i|
  bit = bitstring[i].chr Again this should be bitstring.each_char do |bit| or bitstring.each_byte do |b| bit = b.chr . """"+parent1 if rand()>=rate I'm not sure what the """"+ is supposed to do here. Remove it. Note that """"+x is not a way to turn x into a string in ruby (like it would be in e.g. Java). Calling """"+x when x is not a string (or ""duck-string""), will cause a type error. The fact that you're using """"+ to create a copy is less than obvious (thus the above paragraph). If you use the dup method, whose sole purpose it is to create a copy, instead, it will be much more understandable. I'd also change the crossover method to return an individual rather than a string, which makes the code a bit simpler."
373,"There isn't really a reason to make this ""more object-oriented"" if you don't need to. To add more AI constructs, for example, you can do: switch ($aiLevel) {
   case 1: $values = $OsTurn($values);
   case 2: $values = $betterAi($values);
   case 3: $values = $unbeatableAi($values);
} Adding more features could be done in a similiar manner. I'm not sure exacly wht you have in mind, so I can only make some general comments. Break down everything into functions, and make sure that it's easy to see the flow of the program. The way you've structured your code is good. It should not be difficult to add more features if you use similiar style. CSS won't affect your script; it just changes how the page looks. You'll just need to be sure you use the right elements when outputting html. Javascript may be trickier, but there are many ways of doing that including form elements (possibly hidden) and page submits. There may be other ways that I'm not aware of as I'm not primarily a web programmer. I believe when you are talking about cheating, you're saying that you can send a winning board value set to the script by typing the URL yourself. To prevent this you need a way to preserve state. A cookie would be an easy way to start; store the current state of the board in it after every page call, and check that the only change was the placing of another piece. A more robust, but somewhat more involved, solution would be to use session variables to store the state. This would avoid the ""cookys are bad"" problem and the possibility that someone might fake the cooky!"
374,"An idiom to use the same view function to create or edit an object?. Here is the skeleton of my (first!) Django app: # models.py
class Task(models.Model):
    description = models.CharField(max_length = 200)
    ...

# forms.py
class AddTaskForm(forms.ModelForm):
    class Meta:
        model = Task I then created two views using AddTaskForm : one to create a new instance, the other to edit an existing one.  I was able to refactor those two views (and the function they call) into one, but I'm not sure I got the best possible result... # urls.py:
(r'^yata/add_task/$',              'yata.views.edit'),
(r'^yata/(?P<task_id>\d+)/edit/$', 'yata.views.edit'),

# views.py
def edit(request, task_id = None):
    t = get_object_or_404(Task, pk=task_id) if task_id else None
    if request.method == 'POST':
        form = AddTaskForm(request.POST, instance=t)
        if form.is_valid():
            form.save()
            return HttpResponseRedirect('/yata/')
    else:
        form = AddTaskForm(instance = t)

    # Either the form was not valid, or we've just created it
    d = {'form': form}
    if task_id:
        # The template needs the id to decide if the form's action
        # is .../add_task or .../{{id}}/edit
        d['id'] = t.id
    return render_to_response('yata/edit.html', d, 
        context_instance=RequestContext(request)) And here is the corresponding part of the template: # edit.html
{% if id %}
    <form action=""/yata/{{ id }}/edit/"" method=""post"">
{% else %}
    <form action=""/yata/add_task/"" method=""post"">
{% endif %}
{{ form.as_p }}
<input type=""submit"" value=""Save!"" />
</form> Is there a better Django idiom to handle this 'add or create' issue? 
Or can this be considered a correct way?"
375,"I try to use class level scoped variables unless there is a specific reason not to.  My reasoning for this is that it feels cleaner from an API standpoint. Some of the reasons I would pass explicit parameters: Increase the re-usability of the method. Make it clear to sub-types what variables are required for the method. Decouple the method from the specifics of the containing type. I would guess (hope) that there is much more reasoned and academic writing on this topic but I'm far enough removed from my collegiate days to have no idea what the name of that topic would be.  As such, I tend to choose based on what ""feels"" right.  If a method exists simply to clean up another method and/or encapsulate some bit of logic I tend to use a class-level scoped variable."
376,"In addition to the suggestions posted already, I'd recommend going a step farther with your CalculateAmount method: public class YouOweTheGovernment
{
    public float AmountToPay { get; private set; }
    public float ArbitraryTaxRate { get; private set; }
    public float Salary { get; private set; }

    public YouOweTheGovernment(float taxRate, float salary)
    {
        this.ArbitraryTaxRate = taxRate;
        this.Salary = salary;

        this.AmountToPay = CalculateAmount(this.Salary, this.ArbitraryTaxRate);
    }

    private float CalculateAmount(float salary, float taxRate)
    { 
       return (salary * (taxRate / 100));
    }
} Since this removes the side effect assignment, the constructor reads cleaner and that method can be reused more easily. If you don't want an immutable object, you'll have to recalculate every time the salary and taxRate change. But it looks like you do since you have the setters private."
377,"One thing I would personally do would be to move the string concatenation into its own function since I see you have repeated the same 2 lines multiple times: strncat(asString, ""name="",    strlen(""name=""));
strncat(asString, dev->name,  strlen(dev->name)); I'd have something like: void addParam( char *paramString, const char *paramName, const char *paramValue )
{
    strncat( paramString, paramName, strlen( paramName );
    strncat( paramString, paramValue, strlen( paramValue );
} Reduces the length of your function and makes it slightly cleaner, imho."
379,Yes the design looks good but it would be really better if you could replace that ArrayList with a Generic Collection.
380,"I think the appSettings section is a pretty neat solution for something as simple as your example, and I use this frequently over creating config sections, when no hierarchy is required. I do however find the following pattern useful to add consistency to the way appSettings are used, adding some typing, building in the idea of whether the setting is expected to be found in the .config file, and providing the ability to specify a default value. public static class AppSettingsHelper
{
    private static TReturnType LoadAppSetting<TReturnType>(string name, bool required, TReturnType defaultValue)
    {
        // Check for missing settings
        if (!ArrayExt.Contains<string>(ConfigurationManager.AppSettings.AllKeys, name))
        {
            if (required)
                throw new ConfigurationErrorsException(string.Format(""Required setting missing: {0}"", name));
            else
                return defaultValue;
        }

        // Read the setting and return it
        AppSettingsReader reader = new AppSettingsReader();
        return (TReturnType)reader.GetValue(name, typeof(TReturnType));
    }

    //example boolean property
    public static bool IsSomethingSet
    {
        get
        {
            return ApplicationSettingsHelper.LoadAppSetting<bool>(
                ""settingName"",
                true,
                false);
        }
    }

    //int property
    public static int SomeCount
    {
        get
        {
            return ApplicationSettingsHelper.LoadAppSetting<int>(
                ""someCount"",
                true,
                0);
        }
    }
} Use like this: if (AppSettingsHelper.IsSomethingSet)
{
    Console.WriteLine(AppSettingsHelper.SomeCount);
}"
381,"You should also have a variant for explicitly testing return values. For example, CreateFile will return INVALID_HANDLE_VALUE which is !=0 . EDIT: Ah, I think I understand the question now. You want to know how to accomplish this: int x= foo();
if (x==error) { blah(); } in a macro. The easiest way is to split the variable declaration and variable setting: int x;
if ((x= foo())==error) { blah(); } which you can then wrap in a macro: #define MYMACRO(x) if ((x)==error) { blah(); } which you can then use as: int x;
MYMACRO(x= foo());"
382,"Don't store what you can calculate: public class YouOweTheGovernment
{
    public float AmountToPay
    {
        get { return Salary * (ArbitraryTaxRate / 100); }
    }
    public float ArbitraryTaxRate { get; private set; }
    public float Salary { get; private set; }

    public YouOweTheGovernment(float taxRate, float salary)
    {
        this.ArbitraryTaxRate = taxRate;
        this.Salary = salary;
    }
} Your AmountToPay field is basically a cache, and caching is notoriously problematic. Case in point: even your tiny code here has a cache invalidation bug. If you change the tax rate or salary, you aren't recalculating the amount to pay. Every time you add a field, ask yourself ""does this field store unique information that no other field stores?"" If the answer is no, don't create the field. The less state you have, the easier it is to understand your code."
383,"Checking date & time in PHP. Goal: To create a countdown to our next available live stream. Details: We live stream six times a week all (PST).
1. Sunday at 8:00 a.m.
2. Sunday at 10:00 a.m.
3. Sunday at 12:00 p.m.
4. Sunday at 6:30 p.m.
5. Wednesday at 7:00 p.m.
6. Saturday at 10:00 a.m. My approach: I check what day it is and what time it is then create the countdown to the next stream. I'm sure what I have done can be cleaned up and improved, so tell me how. <?php
// Countdown Stuff
$year = date(Y);
$month = date(m);
$month_day = date(d);
$day = date(w);
$hour = date(G);
$min = date(i);
$addDay = 0;

// It's Sunday
if ( $day == 0 ) {
    if ( $hour < 8 ) {
       $hour = 8;
       $min = 0;
    } 
    else if ( $hour < 10 ) {
       $hour = 10;
       $min = 0;
    } 
    else if ( $hour < 12 ) {
       $hour = 12;
       $min = 0;
    }
    else if ( $hour <= 18 && $min < 30 ) {
       $hour = 18;
        $min = 30;
    } 
    else {
     $addDay = 3;
       $hour = 19;
       $min = 0;
    }
} 
// It's Monday
else if ( $day == 1 ) {
    $addDay = 2;
      $hour = 19;
      $min = 0;
} 
// It's Tuesday
else if ( $day == 2 ) {
    $addDay = 1;
      $hour = 19;
      $min = 0;
} 
// It's Wednesday
else if ( $day == 3) {

    if ( $hour < 19 ) {
       $hour = 19;
       $min = 0;
    } else {
     $addDay = 3;
       $hour = 10;
       $min = 0;
    }
} 
// It's Thursday
else if ( $day == 4 ) {
    $addDay = 2;
      $hour = 10;
      $min = 0;
} 
// It's Friday
else if ( $day == 5 ) {
    $addDay = 1;
      $hour = 10;
      $min = 0;
} 
// All that's left is Saturday
else {

    if ( $hour < 10 ) {
       $hour = 10;
       $min = 0;
    } else {
     $addDay = 1;
       $hour = 8;
       $min = 0;
    }
}


$build_date = $year . '-' . $month . '-' . $month_day . ' ' . $hour . ':' . $min . ':00';
$date = new DateTime($build_date);

if ( $addDay ) {
    $date->modify(""+$addDay day"");
}

$date = strtotime($date->format(""Y-m-d G:i:s""));
$now = strtotime(""now"");
$count = $date - $now;
?>

<script type=""text/javascript"">
var myTime = <?=$count?>;
$('#countdown').countdown({ until: myTime}); 
</script>"
384,"It might be better to render the control as an unordered list.  This is more semantically correct and normal practice for menu-type controls (which tabs are, if you think about it)."
385,"Where are CollectionB and CollectionC coming from?  The approach I'd shoot for is to have a variety of factories that all accept the same type of input, and then store them in some type of collection.  For example, if one has a list of objects to be created, one object per line, and the portion of each line before the first blank defines the type of each item, one could have a factories that take a string and yield an appropriately-configured object.  For example, if the input looked like: square 0,5,5,29
line 5,2 19,23 6,8
text 0,29,Hello there! one could have a SquareFactory, LineFactory, and TextFactory all of which inherit from GraphicObjectFactory, which accept a string and return GraphicObject.  One could then have a Dictionary that maps String to GraphicsObjectFactory, and put in it an instance of each of the above mentioned factories.  To allow the file reader to handle more types of graphics objects, just add more factories into the Dictionary."
386,"Having a time parameter for each iteration of a PID loop would imply that it may safely be run at a variable frequency; while there are occasions when that may be unavoidable, and there are ways of handling such variations safely, I would expect most conditions that would cause the sampling loop time to vary would also create considerable 'noise' in the D term, limiting its usefulness. One approach I've not seen discussed is replacing the PID loop with an IIR filter.  A PID loop is a special case of an IIR filter, but with the second tap's time constant being infinitesimal, and the third tap's time constant being nearly infinite.  The difference between the first two taps represents the delta, and the third tap represents the integral.  Using more ""realistic"" time constants for the filter taps yields results which differ from a ""pure"" IIR filter, but in ways that are apt to be beneficial.  Using a short-but-not-infinitesimal time constant on the second stage allows one to reduce the amount of high-frequency noise.  Using a finite time constant on the third term allows one to effectively limit the ""wind-up"".  Although going beyond three stages would make it harder to analyze system behavior, it may allow the PID system to better deal with various delay factors in the real-world system being controlled."
387,"I'd recommend taking advantage of the excellent Mono.Options module.  It's a single .cs file you can drop in to your solution and get full-featured parsing of GNU getopt-style command lines.  (Things like -x -y -z , which is equivalent to -xyz , or -k value , or --long-opt , and so forth.)"
388,"I don't like your 'put' routine.  The 'odd behavior' others have noticed means the algorithm loses one of the main advantages of being 'lock-free': immunity from priority inversion or asynchronously-terminated threads.  If a thread gets waylaid in the middle of a queue-write operation, the queue will be completely broken unless or until the queue finishes its work. The solution is to CompareAndSet the last node's ""next"" pointer before updating the ""tail"" pointer; if the ""last node""'s ""next"" pointer is non-null, that means it's not the last node anymore and one must traverse links to find the real last node, repeat the CompareAndSet on it, and hope it's still the last node."
389,"I don't have time to look over everything, but I noticed you only set $min to something other than 0 once. You could add the following above $build_date , and then remove all the $min = 0; s, and you'd clear up a few lines: if($min == date('i')) {
  $min = 0;
} If it didn't change, which would only happen when you set it to 30 in that one instance, then set it to 0 ."
